YÝL,BOLGE_KODU,BOLGE_ADÝ,TOPLAM_URT,TOPLAM_TK,HÝDROLÝK_URT,RESMÝ_DAÝRE_TK,SANAYÝ_ÝSLETME_TK,TERMAL_URT,TÝCARETHANE_TK,MESKEN_TK,TARIMSAL_SULAMA_TK,SANTÝYE_TK,SOKAK_AYDÝNLATMA_TK,DIGER_TK,KÝSÝBASÝ_TOPLAM_TK,KÝSÝBASÝ_SANAYÝ_TK,KÝSÝBASÝ_MESKEN_TK,LAT,LON
1998,TRB22,Muþ,11.1,106602,1.5,9103,20752,9.6,4564,32284,233,1068,30634,7964,,,,38.73163,41.48482
1999,TRB22,Muþ,11.1,117551,1.5,11909,15232,9.6,6203,32429,120,677,34387,16594,,,,38.73163,41.48482
2000,TRB22,Muþ,11.1,149661,1.5,15607,26675,9.6,5219,37905,107,1527,39600,23021,,,,38.73163,41.48482
2001,TRB22,Muþ,11.1,164561,1.5,15780,29723,9.6,6840,48883,571,697,39280,22787,,,,38.73163,41.48482
2002,TRB22,Muþ,11.1,134719,1.5,15988,12744,9.6,8569,36116,296,,46943,14063,,,,38.73163,41.48482
2003,TRB22,Muþ,11.1,155799,1.5,17836,13872,9.6,12795,63780,656,,35146,11714,,,,38.73163,41.48482
2004,TRB22,Muþ,11.1,178308,1.5,16077,14141,9.6,14530,80605,261,,25798,26896,,,,38.73163,41.48482
2005,TRB22,Muþ,11.1,183280,1.5,27795,16721,9.6,20341,70212,376,,29858,17978,,,,38.73163,41.48482
2006,TRB22,Muþ,,170628,,27738,9080,,14142,63565,197,,29653,26253,,,,38.73163,41.48482
2007,TRB22,Muþ,,194010,,51392,7514,,15686,72952,220,,34719,11527,478,19,180,38.73163,41.48482
2008,TRB22,Muþ,,221404,,53643,12232,,24424,84759,497,,32793,13056,548,30,210,38.73163,41.48482
2009,TRB22,Muþ,,281712,,30924,80123,,19052,88279,620,,37123,25592,696,198,218,38.73163,41.48482
2010,TRB22,Muþ,,299351,,22578,116581,,20942,90388,514,,19462,28886,736,287,222,38.73163,41.48482
2011,TRB22,Muþ,,325283,,24565,115843,,28667,103633,713,,23611,28251,784,279,250,38.73163,41.48482
2012,TRB22,Muþ,,346798,,27392,107906,,28825,126518,753,,23004,32400,839,261,306,38.73163,41.48482
2013,TRB22,Muþ,,340575,,34181,117659,,43586,107193,1689,,18461,17806,826,285,260,38.73163,41.48482
2014,TRB22,Muþ,,342493,,29385,118857,,35673,124242,1209,,12267,20860,833,289,302,38.73163,41.48482
2015,TRB22,Muþ,,365243,,31345,126432,,49315,123543,1979,,9016,23615,894,309,302,38.73163,41.48482
1995,TRB23,Bitlis,0.4,47299,0.4,5299,1569,,2046,20680,5,165,7960,9575,,,,38.40115,42.10784
1996,TRB23,Bitlis,0.4,59104,0.4,11000,1457,,2249,25246,134,241,14389,4388,,,,38.40115,42.10784
1997,TRB23,Bitlis,0.6,64378,0.6,13089,1097,,2515,26307,51,341,15876,5102,,,,38.40115,42.10784
1998,TRB23,Bitlis,0.6,71084,0.6,13980,1671,,2735,27874,115,465,18485,5759,,,,38.40115,42.10784
1999,TRB23,Bitlis,0.6,81680,0.6,16918,1471,,2989,30155,788,493,20505,8361,,,,38.40115,42.10784
2000,TRB23,Bitlis,1.5,103196,1.5,21243,1973,,4020,41730,2730,734,20532,10234,,,,38.40115,42.10784
2001,TRB23,Bitlis,1.5,110799,1.5,25789,1973,,5435,41319,3346,625,21738,10574,,,,38.40115,42.10784
2002,TRB23,Bitlis,1.5,108520,1.5,22549,1825,,4649,40054,3746,,34195,1502,,,,38.40115,42.10784
2003,TRB23,Bitlis,1.5,105793,1.5,25200,2758,,5538,43303,4449,,23471,1074,,,,38.40115,42.10784
2004,TRB23,Bitlis,1.5,100038,1.5,19706,2828,,6211,42263,4829,,12180,12021,,,,38.40115,42.10784
2005,TRB23,Bitlis,1.5,124632,1.5,24950,6478,,10430,54514,4459,,15376,8426,,,,38.40115,42.10784
2006,TRB23,Bitlis,,144834,,21922,7107,,10623,59030,3554,,28473,14126,,,,38.40115,42.10784
2007,TRB23,Bitlis,,163104,,16921,8283,,13819,59362,3252,,40827,20641,497,25,181,38.40115,42.10784
2008,TRB23,Bitlis,,194205,,15765,9962,,21133,78883,7633,,27815,33014,594,30,241,38.40115,42.10784
2009,TRB23,Bitlis,,227383,,21590,17842,,21451,93637,8768,,34016,30080,692,54,285,38.40115,42.10784
2010,TRB23,Bitlis,,217354,,30247,15844,,21700,75105,19427,,16397,38633,661,48,228,38.40115,42.10784
2011,TRB23,Bitlis,,243581,,18195,37332,,33535,90939,21000,,15856,26723,724,111,270,38.40115,42.10784
2012,TRB23,Bitlis,,264320,,28827,25167,,31451,100998,22012,,20600,35264,784,75,299,38.40115,42.10784
2013,TRB23,Bitlis,,265789,,32909,28195,,36940,95550,20519,,21111,30566,788,84,283,38.40115,42.10784
2014,TRB23,Bitlis,,302699,,42895,27869,,46772,110542,27597,,18804,28220,895,82,327,38.40115,42.10784
2015,TRB23,Bitlis,,307008,,32252,23324,,56106,115749,34743,,17464,27371,902,69,340,38.40115,42.10784
1995,TRB24,Hakkari,1.9,31262,1.7,6805,68,0.2,1299,10478,,37,10373,2202,,,,37.57444,43.74083
1996,TRB24,Hakkari,1.9,42343,1.7,10044,,0.2,1495,15358,,223,9211,6012,,,,37.57444,43.74083
1997,TRB24,Hakkari,1.6,57348,1.4,6918,634,0.2,1423,34001,,165,10933,3274,,,,37.57444,43.74083
1998,TRB24,Hakkari,1.6,70746,1.4,12712,1806,0.2,1855,22109,,50,26545,5669,,,,37.57444,43.74083
1999,TRB24,Hakkari,1.6,95538,1.4,20070,2129,0.2,3495,37748,,,31099,997,,,,37.57444,43.74083
2000,TRB24,Hakkari,1.5,87561,1.4,18155,664,0.1,4346,22861,12,49,37789,3685,,,,37.57444,43.74083
2001,TRB24,Hakkari,1.5,93608,1.4,20376,575,0.1,3592,27304,1,175,33448,8137,,,,37.57444,43.74083
2002,TRB24,Hakkari,1.4,69165,1.4,17353,135,,2789,21982,5,,22833,4068,,,,37.57444,43.74083
2003,TRB24,Hakkari,2.3,88562,1.3,20748,257,1,5082,27503,4,,27585,7383,,,,37.57444,43.74083
2004,TRB24,Hakkari,2.3,93482,1.3,21786,428,1,5194,33470,,,29551,3053,,,,37.57444,43.74083
2005,TRB24,Hakkari,2.3,104549,1.3,24640,894,1,4877,37000,4,,35711,1422,,,,37.57444,43.74083
2006,TRB24,Hakkari,,117406,,26948,345,,7740,42410,14,,38176,1773,,,,37.57444,43.74083
2007,TRB24,Hakkari,,136359,,27982,415,,12721,51527,6,,41016,2691,553,2,209,37.57444,43.74083
2008,TRB24,Hakkari,,150685,,34525,563,,10940,50538,5,,46355,7760,583,2,195,37.57444,43.74083
2009,TRB24,Hakkari,,164836,,51944,778,,13826,49211,3,,41346,7728,642,3,192,37.57444,43.74083
2010,TRB24,Hakkari,,124194,,38653,1084,,12691,44130,5,,24257,3375,494,4,176,37.57444,43.74083
2011,TRB24,Hakkari,,143810,,39706,1140,,17394,47640,10,,29638,8281,528,4,175,37.57444,43.74083
2012,TRB24,Hakkari,,174661,,48822,2998,,14349,54332,14,,47755,6391,624,11,194,37.57444,43.74083
2013,TRB24,Hakkari,,141681,,53603,3035,,17472,53557,15,,13417,583,519,11,196,37.57444,43.74083
2014,TRB24,Hakkari,,156134,,57720,3287,,21385,59096,26,,11036,3583,565,12,214,37.57444,43.74083
2015,TRB24,Hakkari,,166864,,56882,2496,,21846,69968,29,,9089,6554,599,9,251,37.57444,43.74083
1995,TRC11,Gaziantep,,1158197,,20277,670339,,36908,225837,29010,4208,74278,97340,,,,37.05944,37.3825
1996,TRC11,Gaziantep,,1336401,,73917,795863,,45513,240386,25778,8195,87850,58899,,,,37.05944,37.3825
1997,TRC11,Gaziantep,,1662888,,21840,1083274,,58473,356981,28179,8064,104100,1977,,,,37.05944,37.3825
1998,TRC11,Gaziantep,,1694390,,27119,1149911,,69421,284848,32167,10257,120454,213,,,,37.05944,37.3825
1999,TRC11,Gaziantep,31.5,1735488,31.5,31563,1067106,,89023,291490,39966,,124149,92191,,,,37.05944,37.3825
2000,TRC11,Gaziantep,201.5,1988657,189,38107,1313192,12.5,99384,307979,53999,11745,145489,18762,,,,37.05944,37.3825
2001,TRC11,Gaziantep,214.5,2037089,189,38107,1381025,25.5,99384,307079,53999,11748,145489,258,,,,37.05944,37.3825
2002,TRC11,Gaziantep,235.6,2497285,189,306576,1486192,46.6,102442,366321,64546,,152939,18269,,,,37.05944,37.3825
2003,TRC11,Gaziantep,235.6,2797824,189,33956,1954179,46.6,141685,350888,55645,,171260,90211,,,,37.05944,37.3825
2004,TRC11,Gaziantep,248.1,2902715,189,56169,1801375,59.1,203776,415899,61600,,186623,177273,,,,37.05944,37.3825
2005,TRC11,Gaziantep,247.3,3308895,189,97187,2090608,58.3,290194,504306,80637,,85043,160919,,,,37.05944,37.3825
2006,TRC11,Gaziantep,,3572500,,46007,2182568,,412630,608491,75845,,91010,155948,,,,37.05944,37.3825
2007,TRC11,Gaziantep,,3874044,,80877,2453075,,348637,631126,89167,,110855,160306,2483,1572,405,37.05944,37.3825
2008,TRC11,Gaziantep,,3867680,,55135,2369587,,341249,675885,87447,,113815,224563,2399,1470,419,37.05944,37.3825
2009,TRC11,Gaziantep,,3851778,,54859,2372090,,349621,671283,86852,,97040,220033,2329,1434,406,37.05944,37.3825
2010,TRC11,Gaziantep,,4221841,,100194,2589295,,457616,748476,78208,,82268,165784,2482,1522,440,37.05944,37.3825
2011,TRC11,Gaziantep,,4488982,,107531,2781462,,381217,779484,76867,,58833,303588,2560,1586,445,37.05944,37.3825
2012,TRC11,Gaziantep,,4975247,,122489,3160396,,504367,854758,82056,,57739,193441,2765,1756,475,37.05944,37.3825
2013,TRC11,Gaziantep,,5034368,,123912,3267220,,496436,837523,67669,,58335,183274,2729,1771,454,37.05944,37.3825
2014,TRC11,Gaziantep,,5596633,,131597,3594258,,617087,889499,92825,,69958,201408,2962,1902,471,37.05944,37.3825
2015,TRC11,Gaziantep,,6217795,,157653,4315988,,624343,778480,87144,,72055,182132,3219,2234,403,37.05944,37.3825
1995,TRC12,Adiyaman,0.3,361129,0.3,9785,225825,,5501,42943,17021,2006,20032,38016,,,,37.76441,38.27629
1996,TRC12,Adiyaman,0.3,395242,0.3,11901,258931,,6554,77600,15952,1881,22141,282,,,,37.76441,38.27629
1997,TRC12,Adiyaman,0.3,429554,0.3,12323,281076,,7866,85219,14214,1897,25722,1237,,,,37.76441,38.27629
1998,TRC12,Adiyaman,0.3,473692,0.3,80034,243377,,9522,91157,19458,1716,27509,919,,,,37.76441,38.27629
1999,TRC12,Adiyaman,0.3,506670,0.3,86050,242903,,12179,106610,26170,2138,28060,2560,,,,37.76441,38.27629
2000,TRC12,Adiyaman,0.3,518534,0.3,9708,326918,,12099,106621,27736,2943,29794,2715,,,,37.76441,38.27629
2001,TRC12,Adiyaman,0.3,524052,0.3,101037,217383,,15382,117504,34052,2169,27699,8826,,,,37.76441,38.27629
2002,TRC12,Adiyaman,0.3,545072,0.3,11224,316039,,24366,116943,46018,,20167,10315,,,,37.76441,38.27629
2003,TRC12,Adiyaman,0.3,573353,0.3,13777,305362,,57904,109805,41393,,24410,20702,,,,37.76441,38.27629
2004,TRC12,Adiyaman,0.3,593185,0.3,13752,335489,,27524,116362,57625,,13170,29263,,,,37.76441,38.27629
2005,TRC12,Adiyaman,0.3,703720,0.3,11383,392921,,76454,138762,64562,,12733,6904,,,,37.76441,38.27629
2006,TRC12,Adiyaman,,777385,,20092,413704,,39130,140524,47876,,7158,108901,,,,37.76441,38.27629
2007,TRC12,Adiyaman,,832558,,22371,444073,,49986,152567,45746,,9904,107912,1429,762,262,37.76441,38.27629
2008,TRC12,Adiyaman,,844709,,25197,441705,,53702,182604,56133,,8223,77145,1444,755,312,37.76441,38.27629
2009,TRC12,Adiyaman,,835840,,26249,473527,,64835,179532,39729,,17880,34087,1420,805,305,37.76441,38.27629
2010,TRC12,Adiyaman,,900381,,28241,509496,,70949,193166,42626,,19237,36666,1524,862,327,37.76441,38.27629
2011,TRC12,Adiyaman,,918542,,33382,409807,,75752,211156,112727,,25808,49911,1547,690,356,37.76441,38.27629
2012,TRC12,Adiyaman,,961502,,29249,502724,,74760,212146,45624,,21493,75505,1615,845,356,37.76441,38.27629
2013,TRC12,Adiyaman,,1020800,,34710,617445,,78712,194291,36301,,20534,38805,1709,1034,325,37.76441,38.27629
2014,TRC12,Adiyaman,,1208069,,59375,668710,,143110,223998,47109,,26412,39355,2021,1119,375,37.76441,38.27629
2015,TRC12,Adiyaman,,1102440,,53969,582315,,90850,231704,39195,,19470,84937,1829,966,384,37.76441,38.27629
1995,TRC13,Kilis,,3078,,,,,,,,,,,,,,36.71611,37.115
1996,TRC13,Kilis,,31205,,1484,5056,,3884,17358,778,320,2170,155,,,,36.71611,37.115
1997,TRC13,Kilis,,38037,,3502,5081,,2674,19981,1599,213,4758,229,,,,36.71611,37.115
1998,TRC13,Kilis,,46033,,2663,5266,,3465,24470,3754,298,1926,4191,,,,36.71611,37.115
1999,TRC13,Kilis,,46706,,4729,5051,,3790,25204,3579,,2706,1647,,,,36.71611,37.115
2000,TRC13,Kilis,,58771,,4607,4821,,5327,27442,7662,385,1844,6683,,,,36.71611,37.115
2001,TRC13,Kilis,,57982,,11660,6192,,4266,25159,3405,520,3566,3214,,,,36.71611,37.115
2002,TRC13,Kilis,,67233,,4348,6750,,4700,28570,6625,,10221,6019,,,,36.71611,37.115
2003,TRC13,Kilis,,74451,,6469,5674,,4133,27979,5119,,14330,10747,,,,36.71611,37.115
2004,TRC13,Kilis,,77691,,7441,7664,,7231,31718,7801,,9752,6084,,,,36.71611,37.115
2005,TRC13,Kilis,,78807,,8517,5920,,8469,35896,6616,,6416,6973,,,,36.71611,37.115
2006,TRC13,Kilis,,84132,,14755,6664,,9074,39660,5639,,3814,4526,,,,36.71611,37.115
2007,TRC13,Kilis,,92310,,9851,8307,,11234,45220,6221,,4866,6611,779,70,382,36.71611,37.115
2008,TRC13,Kilis,,106667,,10864,17800,,10476,43745,7918,,5949,9915,882,147,362,36.71611,37.115
2009,TRC13,Kilis,,118479,,11103,22515,,11495,45763,9390,,8436,9777,970,184,375,36.71611,37.115
2010,TRC13,Kilis,,128088,,11521,22237,,13296,50605,9317,,7857,13257,1040,181,411,36.71611,37.115
2011,TRC13,Kilis,,141492,,15165,27975,,15115,53633,10981,,5480,13144,1137,225,431,36.71611,37.115
2012,TRC13,Kilis,,164691,,27332,31783,,17023,57187,10687,,5376,15304,1325,256,460,36.71611,37.115
2013,TRC13,Kilis,,187613,,28115,37286,,31761,58040,10556,,6139,15717,1459,290,451,36.71611,37.115
2014,TRC13,Kilis,,222239,,44532,37972,,36759,68252,13195,,6477,15052,1726,295,530,36.71611,37.115
2015,TRC13,Kilis,,247373,,45400,33080,,29343,103070,15401,,7067,14011,1893,253,789,36.71611,37.115
1995,TRC21,Þanliurfa,2405,743502,2405,178372,92675,,14578,123096,250723,6541,60000,17517,,,,37.16708,38.79392
1996,TRC21,Þanliurfa,2405,712665,2405,51481,134695,,19441,121029,256946,5900,72000,51173,,,,37.16708,38.79392
1997,TRC21,Þanliurfa,2405,812421,2405,100812,126094,,80736,158784,210903,7612,92560,34920,,,,37.16708,38.79392
1998,TRC21,Þanliurfa,2405,1249019,2405,194361,217957,,42211,207617,461808,14944,108304,1817,,,,37.16708,38.79392
1999,TRC21,Þanliurfa,2405,1266394,2405,175146,162555,,43307,398457,300649,678,185483,119,,,,37.16708,38.79392
2000,TRC21,Þanliurfa,2405,1043942,2405,144595,152481,,36266,211260,291982,7307,200000,51,,,,37.16708,38.79392
2001,TRC21,Þanliurfa,2405,847993,2405,25227,179386,,32172,148080,344828,6053,100,112147,,,,37.16708,38.79392
2002,TRC21,Þanliurfa,2405,1249498,2405,66048,238209,,65598,331255,308995,,166498,72895,,,,37.16708,38.79392
2003,TRC21,Þanliurfa,2405,1370846,2405,56952,195075,,28839,208700,309318,,208953,363009,,,,37.16708,38.79392
2004,TRC21,Þanliurfa,2405,1438454,2405,62364,251132,,79685,278883,254410,,195280,316700,,,,37.16708,38.79392
2005,TRC21,Þanliurfa,2405,1544159,2405,48338,265398,,109575,444417,230857,,232905,212669,,,,37.16708,38.79392
2006,TRC21,Þanliurfa,,1668333,,56818,286705,,126637,491079,258687,,248733,199674,,,,37.16708,38.79392
2007,TRC21,Þanliurfa,,1847692,,71010,323846,,169648,655641,340642,,213395,73509,1213,213,430,37.16708,38.79392
2008,TRC21,Þanliurfa,,2109739,,72548,375808,,188481,636850,485048,,59135,291869,1340,239,405,37.16708,38.79392
2009,TRC21,Þanliurfa,,1258671,,73908,347250,,118449,351562,224243,,35425,107834,780,215,218,37.16708,38.79392
2010,TRC21,Þanliurfa,,2489184,,33576,386929,,197523,673974,681064,,41280,474838,1496,233,405,37.16708,38.79392
2011,TRC21,Þanliurfa,,2095421,,103238,396074,,165301,542868,508710,,27006,352224,1221,231,316,37.16708,38.79392
2012,TRC21,Þanliurfa,,2516061,,116093,450255,,200811,587200,572359,,25796,563548,1428,256,333,37.16708,38.79392
2013,TRC21,Þanliurfa,,2212208,,312817,497045,,371041,564007,272350,,18792,176156,1228,276,313,37.16708,38.79392
2014,TRC21,Þanliurfa,,2112527,,248356,525843,,236557,598429,45282,,27388,430672,1145,285,324,37.16708,38.79392
2015,TRC21,Þanliurfa,,2535955,,186201,664871,,412952,688126,356231,,39675,187899,1340,351,364,37.16708,38.79392
1995,TRC22,Diyarbakir,1800,438955,1800,50086,101395,,25058,140102,23379,5371,54432,39132,,,,37.91363,40.21721
1996,TRC22,Diyarbakir,1800,457966,1800,77400,94273,,23231,154390,25097,5221,57742,20612,,,,37.91363,40.21721
1997,TRC22,Diyarbakir,1800,504758,1800,64515,89811,,27772,167186,40387,7046,78243,29798,,,,37.91363,40.21721
1998,TRC22,Diyarbakir,1894,535555,1894,128258,41386,,34922,180778,36238,6885,77282,29806,,,,37.91363,40.21721
1999,TRC22,Diyarbakir,1894,547295,1894,128258,39001,,34922,180778,36238,2385,118367,7346,,,,37.91363,40.21721
2000,TRC22,Diyarbakir,1949.5,700043,1949.5,80346,127535,,33584,174247,67938,5714,147402,63277,,,,37.91363,40.21721
2001,TRC22,Diyarbakir,2004.5,870154,2004.5,181703,123392,,45193,190985,8113,8636,263230,48902,,,,37.91363,40.21721
2002,TRC22,Diyarbakir,2004.5,996600,2004.5,150842,121160,,65822,298677,88076,,216040,55983,,,,37.91363,40.21721
2003,TRC22,Diyarbakir,2004.5,981557,2004.5,135090,154777,,59199,312458,76186,,182736,61111,,,,37.91363,40.21721
2004,TRC22,Diyarbakir,2004.5,1124149,2004.5,103641,162818,,102400,284254,108105,,253499,109432,,,,37.91363,40.21721
2005,TRC22,Diyarbakir,2004.5,1071054,2004.5,109177,189811,,112611,274659,112277,,169665,102854,,,,37.91363,40.21721
2006,TRC22,Diyarbakir,,1337680,,136341,157433,,181836,498893,85438,,126026,151713,,,,37.91363,40.21721
2007,TRC22,Diyarbakir,,1169898,,124254,179655,,170030,375089,74381,,99175,147313,801,123,257,37.91363,40.21721
2008,TRC22,Diyarbakir,,1248844,,170494,179035,,159738,452228,81888,,31395,174067,837,120,303,37.91363,40.21721
2009,TRC22,Diyarbakir,,1115711,,137858,163881,,205152,420529,35914,,34573,117805,736,108,278,37.91363,40.21721
2010,TRC22,Diyarbakir,,1213119,,174053,228092,,170383,375014,82458,,53493,129626,793,149,245,37.91363,40.21721
2011,TRC22,Diyarbakir,,1327781,,172592,225487,,222727,451781,63781,,31794,159619,845,144,288,37.91363,40.21721
2012,TRC22,Diyarbakir,,1320174,,182419,224620,,231423,422394,61659,,14322,183337,829,141,265,37.91363,40.21721
2013,TRC22,Diyarbakir,,1285746,,149875,201366,,366455,445534,51627,,14067,56822,800,125,277,37.91363,40.21721
2014,TRC22,Diyarbakir,,1482825,,192533,256473,,249284,453871,62888,,18537,249237,907,157,278,37.91363,40.21721
2015,TRC22,Diyarbakir,,1618947,,214032,262072,,385178,483054,136924,,29750,107937,979,158,292,37.91363,40.21721
1995,TRC31,Mardin,14.4,231739,14.4,23657,85400,,5329,42006,22098,206,32877,20166,,,,37.31309,40.74357
1996,TRC31,Mardin,14.4,398848,14.4,17470,92233,,9990,79899,23304,932,54818,120202,,,,37.31309,40.74357
1997,TRC31,Mardin,14.4,288549,14.4,20637,134349,,7148,43171,11823,623,70798,,,,,37.31309,40.74357
1998,TRC31,Mardin,14.4,369440,14.4,15946,176425,,6337,59964,20205,379,90110,74,,,,37.31309,40.74357
1999,TRC31,Mardin,14.4,457965,14.4,65231,129978,,7122,58442,16139,372,176668,4013,,,,37.31309,40.74357
2000,TRC31,Mardin,14.4,579565,14.4,18315,133156,,10378,83343,67679,443,202575,63676,,,,37.31309,40.74357
2001,TRC31,Mardin,14.4,591715,14.4,18013,148707,,13829,84766,89225,538,211307,25330,,,,37.31309,40.74357
2002,TRC31,Mardin,14.4,518594,14.4,30712,95751,,13816,77243,143160,,123616,34296,,,,37.31309,40.74357
2003,TRC31,Mardin,14.4,511929,14.4,37362,95110,,17817,103369,98548,,117068,42655,,,,37.31309,40.74357
2004,TRC31,Mardin,14.4,574069,14.4,22900,106687,,18142,91102,121213,,140100,73925,,,,37.31309,40.74357
2005,TRC31,Mardin,14.4,556458,14.4,35098,123653,,23951,85143,84910,,148825,54877,,,,37.31309,40.74357
2006,TRC31,Mardin,,825444,,32125,134015,,31953,118290,166911,,170402,171747,,,,37.31309,40.74357
2007,TRC31,Mardin,,534831,,30325,180814,,44965,98951,59796,,45460,74520,717,242,133,37.31309,40.74357
2008,TRC31,Mardin,,858492,,64990,238263,,46932,123089,197671,,46695,140852,1144,317,164,37.31309,40.74357
2009,TRC31,Mardin,,749494,,43756,231232,,50756,129636,160997,,40146,92971,1016,313,176,37.31309,40.74357
2010,TRC31,Mardin,,1019911,,44841,272363,,66378,133466,199313,,13286,290264,1370,366,179,37.31309,40.74357
2011,TRC31,Mardin,,964584,,49553,301720,,58165,139165,186476,,11850,217656,1262,395,182,37.31309,40.74357
2012,TRC31,Mardin,,1080268,,57595,293531,,111016,185283,187626,,21681,223535,1397,380,240,37.31309,40.74357
2013,TRC31,Mardin,,729039,,77327,239472,,147303,148926,62148,,13653,40210,935,307,191,37.31309,40.74357
2014,TRC31,Mardin,,749542,,72322,258105,,80063,176031,19239,,10539,133244,950,327,223,37.31309,40.74357
2015,TRC31,Mardin,,805320,,72635,255741,,147264,219216,25275,,20308,64881,1011,321,275,37.31309,40.74357
1995,TRC32,Batman,18.3,167004,,6877,78765,18.3,4781,35454,5650,727,16459,18291,,,,37.88738,41.13221
1996,TRC32,Batman,18.3,192470,,8845,102028,18.3,5275,39817,7997,274,17293,10941,,,,37.88738,41.13221
1997,TRC32,Batman,18.3,210977,,16066,106229,18.3,6253,41506,11529,349,17489,11556,,,,37.88738,41.13221
1998,TRC32,Batman,18.3,240605,,10517,110416,18.3,7438,45381,15489,395,25837,25132,,,,37.88738,41.13221
1999,TRC32,Batman,18.3,272893,,10165,106407,18.3,8124,44828,13913,618,68564,20274,,,,37.88738,41.13221
2000,TRC32,Batman,18.3,305535,,13365,125762,18.3,12726,63859,15733,968,34832,38290,,,,37.88738,41.13221
2001,TRC32,Batman,19.1,332632,,23063,49578,19.1,15977,76539,15574,993,42117,108791,,,,37.88738,41.13221
2002,TRC32,Batman,137,329355,,45693,80474,137,14047,54133,14866,,84878,35264,,,,37.88738,41.13221
2003,TRC32,Batman,335,303351,198,21943,94087,137,15302,62562,23397,,59113,26947,,,,37.88738,41.13221
2004,TRC32,Batman,335.8,326701,198,16159,103683,137.8,18522,66729,18079,,88581,14948,,,,37.88738,41.13221
2005,TRC32,Batman,336.4,349347,198,19433,112260,138.4,23992,77023,7348,,86083,23209,,,,37.88738,41.13221
2006,TRC32,Batman,,419254,,24021,123350,,34526,119335,38068,,34049,45905,,,,37.88738,41.13221
2007,TRC32,Batman,,369289,,20981,114943,,38013,115089,2727,,31310,46226,782,243,244,37.88738,41.13221
2008,TRC32,Batman,,393380,,20719,129851,,43299,112514,9729,,33967,43302,810,267,232,37.88738,41.13221
2009,TRC32,Batman,,422743,,23963,160237,,47906,120669,2709,,22504,44756,849,322,242,37.88738,41.13221
2010,TRC32,Batman,,467839,,18498,157434,,61192,160606,2776,,36593,30740,917,309,315,37.88738,41.13221
2011,TRC32,Batman,,471819,,17027,169417,,64278,151118,2835,,33411,33733,900,323,288,37.88738,41.13221
2012,TRC32,Batman,,499771,,19224,172639,,80450,152919,3350,,11775,59414,936,323,286,37.88738,41.13221
2013,TRC32,Batman,,503646,,84892,79598,,162177,147863,2589,,8413,18116,920,145,270,37.88738,41.13221
2014,TRC32,Batman,,606221,,75799,85802,,124109,178393,1341,,9110,131666,1087,154,320,37.88738,41.13221
2015,TRC32,Batman,,621182,,56013,225817,,100952,174566,8968,,11828,43037,1096,399,308,37.88738,41.13221
1995,TRC33,Þirnak,0.8,68741,0.8,,,,,,,,,,,,,37.51393,42.45432
1996,TRC33,Þirnak,0.8,76914,0.8,,,,,,,,,,,,,37.51393,42.45432
1997,TRC33,Þirnak,0.8,86424,0.8,47028,785,,2244,18237,6132,,11998,,,,,37.51393,42.45432
1998,TRC33,Þirnak,0.8,155492,0.8,39236,81039,,2779,20029,1577,,10431,401,,,,37.51393,42.45432
1999,TRC33,Þirnak,0.8,203041,0.8,9616,151717,,2714,19901,7026,,12067,,,,,37.51393,42.45432
2000,TRC33,Þirnak,0.6,222063,0.6,67118,75594,,4696,31203,2940,279,38279,1954,,,,37.51393,42.45432
2001,TRC33,Þirnak,0.6,322299,0.6,49906,87795,,5131,82563,12771,279,78791,5063,,,,37.51393,42.45432
2002,TRC33,Þirnak,90.1,215463,0.6,43996,72782,89.5,6749,49907,12099,,29025,905,,,,37.51393,42.45432
2003,TRC33,Þirnak,88,166173,0.6,33869,32971,87.4,5655,34494,10136,,48351,697,,,,37.51393,42.45432
2004,TRC33,Þirnak,142.3,232114,0.6,40646,21960,141.7,6283,61957,13743,,59551,27974,,,,37.51393,42.45432
2005,TRC33,Þirnak,179.6,239293,0.6,36691,16381,179,6937,92779,4561,,63388,18556,,,,37.51393,42.45432
2006,TRC33,Þirnak,,242950,,25578,11220,,28416,114382,1329,,51205,10820,,,,37.51393,42.45432
2007,TRC33,Þirnak,,233880,,53144,9282,,46061,112173,2488,,564,10167,562,22,270,37.51393,42.45432
2008,TRC33,Þirnak,,307671,,62884,10362,,29829,115825,6341,,2295,80134,717,24,270,37.51393,42.45432
2009,TRC33,Þirnak,,334225,,49486,48053,,30601,93657,2245,,5202,104982,777,112,218,37.51393,42.45432
2010,TRC33,Þirnak,,276260,,52479,11893,,21094,60072,1601,,2918,126203,642,28,140,37.51393,42.45432
2011,TRC33,Þirnak,,250422,,74617,11704,,29162,59159,1194,,3043,71544,547,26,129,37.51393,42.45432
2012,TRC33,Þirnak,,301568,,62317,24397,,36457,88120,6109,,5176,78992,646,52,189,37.51393,42.45432
2013,TRC33,Þirnak,,267990,,65939,13462,,57870,80215,2507,,4157,43840,564,28,169,37.51393,42.45432
2014,TRC33,Þirnak,,318559,,63532,9788,,50261,83368,2087,,3799,105725,651,20,170,37.51393,42.45432
2015,TRC33,Þirnak,,328740,,83103,11493,,43574,63851,4102,,7930,114688,671,23,130,37.51393,42.45432
1995,TRC34,Siirt,1.6,177760,1.6,9527,94180,,3042,31261,421,197,24840,14292,,,,37.93262,41.94025
1996,TRC34,Siirt,1.6,131584,1.6,6082,67584,,4158,22193,57,119,18538,12853,,,,37.93262,41.94025
