YÝL,BOLGE_KODU,BOLGE_ADÝ,TOPLAM_URT,TOPLAM_TK,HÝDROLÝK_URT,RESMÝ_DAÝRE_TK,SANAYÝ_ÝSLETME_TK,TERMAL_URT,TÝCARETHANE_TK,MESKEN_TK,TARIMSAL_SULAMA_TK,SANTÝYE_TK,SOKAK_AYDÝNLATMA_TK,DIGER_TK,KÝSÝBASÝ_TOPLAM_TK,KÝSÝBASÝ_SANAYÝ_TK,KÝSÝBASÝ_MESKEN_TK,LAT,LON
2001,TR834,Amasya,8.6,325389,0.8,33069,123215,7.8,19299,104017,14038,1317,28523,1911,,,,40.65333,35.83306
2002,TR834,Amasya,0.8,326445,0.8,22291,135191,,19174,101264,10598,,25530,12397,,,,40.65333,35.83306
2003,TR834,Amasya,0.8,307706,0.8,14499,118471,,18411,100667,17575,,28031,10052,,,,40.65333,35.83306
2004,TR834,Amasya,0.8,331379,0.8,31412,113166,,24306,114654,11515,,24712,11614,,,,40.65333,35.83306
2005,TR834,Amasya,0.8,339210,0.8,25786,108790,,28639,121443,9387,,31862,13303,,,,40.65333,35.83306
2006,TR834,Amasya,,376836,,31543,115082,,33747,132945,17002,,28329,18188,,,,40.65333,35.83306
2007,TR834,Amasya,,421044,,16181,139736,,39336,148445,19865,,27385,30096,1281,425,452,40.65333,35.83306
2008,TR834,Amasya,,439313,,15808,168048,,40518,156189,21248,,30536,6966,1357,519,483,40.65333,35.83306
2009,TR834,Amasya,,447189,,27441,155799,,46321,156707,9431,,33435,18054,1379,480,483,40.65333,35.83306
2010,TR834,Amasya,,466139,,11399,156216,,54957,165739,12668,,27253,37906,1392,467,495,40.65333,35.83306
2011,TR834,Amasya,,493593,,26342,158002,,64137,175373,12243,,26161,31335,1528,489,543,40.65333,35.83306
2012,TR834,Amasya,,519828,,28768,181336,,66403,172957,14387,,26607,29370,1613,563,537,40.65333,35.83306
2013,TR834,Amasya,,537406,,38413,181183,,82878,180102,15499,,27263,12068,1669,563,559,40.65333,35.83306
2014,TR834,Amasya,,570400,,33207,192979,,101866,181653,21816,,28840,10039,1772,599,564,40.65333,35.83306
2015,TR834,Amasya,,603628,,45213,200689,,84178,184978,14679,,29085,44807,1874,623,574,40.65333,35.83306
1995,TR901,Trabzon,,351820,,61190,77803,,30779,145867,139,4211,29785,2046,,,,41.005,39.72694
1996,TR901,Trabzon,,384060,,42568,96861,,34466,158336,118,4436,32497,14778,,,,41.005,39.72694
1997,TR901,Trabzon,1,405833,1,59144,83077,,42168,174796,336,5000,35227,6085,,,,41.005,39.72694
1998,TR901,Trabzon,1,460543,1,72372,89903,,51819,205263,272,4868,34752,1294,,,,41.005,39.72694
1999,TR901,Trabzon,1,487760,1,76154,82732,,59236,226805,416,4065,33508,4844,,,,41.005,39.72694
2000,TR901,Trabzon,1,536479,1,72264,83259,,71138,272754,727,4582,30619,1136,,,,41.005,39.72694
2001,TR901,Trabzon,1,503150,1,73051,66815,,67574,260107,842,4130,26834,3797,,,,41.005,39.72694
2002,TR901,Trabzon,1,536882,1,64905,71390,,80368,278456,557,,31232,9974,,,,41.005,39.72694
2003,TR901,Trabzon,1,570587,1,71078,83489,,76154,281795,757,,39124,18190,,,,41.005,39.72694
2004,TR901,Trabzon,1,618262,1,76006,102990,,93039,298230,672,,35006,12319,,,,41.005,39.72694
2005,TR901,Trabzon,1,683197,1,84979,112963,,112355,321193,325,,36652,14730,,,,41.005,39.72694
2006,TR901,Trabzon,,754309,,40464,117693,,126043,346490,333,,51584,71702,,,,41.005,39.72694
2007,TR901,Trabzon,,885285,,55014,152497,,150561,391412,436,,54245,81120,1195,206,529,41.005,39.72694
2008,TR901,Trabzon,,965148,,52016,182049,,163050,426292,1304,,58975,81462,1289,243,569,41.005,39.72694
2009,TR901,Trabzon,,979833,,51948,159817,,181530,448196,521,,62957,74865,1281,209,586,41.005,39.72694
2010,TR901,Trabzon,,1030115,,62457,154500,,182548,474445,504,,67345,88315,1349,202,621,41.005,39.72694
2011,TR901,Trabzon,,1195777,,83630,234198,,217651,518051,665,,72001,69581,1579,309,684,41.005,39.72694
2012,TR901,Trabzon,,1229390,,81290,222426,,242169,532289,726,,68209,82281,1622,293,702,41.005,39.72694
2013,TR901,Trabzon,,1261843,,105138,202083,,256270,531308,794,,72412,93837,1664,267,701,41.005,39.72694
2014,TR901,Trabzon,,1306445,,81585,228819,,322404,548571,732,,76192,48142,1704,298,715,41.005,39.72694
2015,TR901,Trabzon,,1283858,,96275,166534,,295449,570172,539,,78615,76273,1671,217,742,41.005,39.72694
1995,TR902,Ordu,,341123,,6547,142762,,17347,135335,150,548,26778,11656,,,,40.98472,37.87889
1996,TR902,Ordu,,365459,,6767,180832,,18841,132150,3,793,25910,163,,,,40.98472,37.87889
1997,TR902,Ordu,,411818,,22672,178850,,23999,147047,,8892,29900,458,,,,40.98472,37.87889
1998,TR902,Ordu,,462947,,9522,209446,,22960,179979,,479,39915,646,,,,40.98472,37.87889
1999,TR902,Ordu,,489897,,21173,202405,,30004,191212,,484,44137,482,,,,40.98472,37.87889
2000,TR902,Ordu,,524023,,23100,223917,,30504,201929,,1223,42939,411,,,,40.98472,37.87889
2001,TR902,Ordu,,496094,,15791,195570,,30930,200088,,922,32750,20043,,,,40.98472,37.87889
2002,TR902,Ordu,,531350,,23056,216212,,36069,201704,,,47323,6986,,,,40.98472,37.87889
2003,TR902,Ordu,,547317,,18724,221914,,45745,191312,33,,49050,20539,,,,40.98472,37.87889
2004,TR902,Ordu,,614020,,17146,247318,,54399,215352,239,,49297,30269,,,,40.98472,37.87889
2005,TR902,Ordu,,679182,,12441,216820,,112640,246414,111,,50137,40619,,,,40.98472,37.87889
2006,TR902,Ordu,,746671,,13160,229355,,142372,265665,117,,56616,39385,,,,40.98472,37.87889
2007,TR902,Ordu,,814110,,27838,270483,,125182,303440,40,,61412,25715,1138,378,424,40.98472,37.87889
2008,TR902,Ordu,,847547,,35327,279759,,96916,333322,89,,71566,30569,1178,389,463,40.98472,37.87889
2009,TR902,Ordu,,853391,,50393,266398,,102857,345216,88,,66569,21872,1180,368,477,40.98472,37.87889
2010,TR902,Ordu,,881991,,50504,273604,,116786,350929,90,,67776,22304,1226,380,488,40.98472,37.87889
2011,TR902,Ordu,,998342,,55069,321679,,151530,374757,96,,72378,22832,1397,450,525,40.98472,37.87889
2012,TR902,Ordu,,1041926,,39210,332579,,155202,404234,78,,94260,16363,1405,449,545,40.98472,37.87889
2013,TR902,Ordu,,1051766,,69917,326688,,178214,407922,151,,63200,5674,1438,447,558,40.98472,37.87889
2014,TR902,Ordu,,1090963,,85852,344487,,219637,373733,118,,64015,3122,1506,476,516,40.98472,37.87889
2015,TR902,Ordu,,1135050,,12635,353163,,253280,437535,118,,63823,14497,1557,484,600,40.98472,37.87889
1995,TR903,Giresun,70.8,302506,70.8,4255,163838,,12129,81163,17,1781,20400,18923,,,,40.91698,38.38741
1996,TR903,Giresun,70.8,260315,70.8,3611,109549,,12380,108291,78,2859,18691,4856,,,,40.91698,38.38741
1997,TR903,Giresun,70.8,251839,70.8,4110,38787,,15428,92766,8,2935,28036,69769,,,,40.91698,38.38741
1998,TR903,Giresun,71,278405,70.8,4888,122919,,16901,94193,47,2159,36000,1298,,,,40.91698,38.38741
1999,TR903,Giresun,70.8,334955,70.8,9197,122168,,18889,104804,107,2658,49000,28132,,,,40.91698,38.38741
2000,TR903,Giresun,74.5,379681,74.5,10220,169075,,22568,118573,110,1144,52285,5706,,,,40.91698,38.38741
2001,TR903,Giresun,74.5,341578,74.5,11055,56556,,23274,125055,71,4954,54750,65863,,,,40.91698,38.38741
2002,TR903,Giresun,82.5,335402,74.5,12522,123780,,22529,119682,119,,37868,18902,,,,40.91698,38.38741
2003,TR903,Giresun,82.5,309520,74.5,11586,82944,,26263,129648,124,,36597,22358,,,,40.91698,38.38741
2004,TR903,Giresun,74.5,302940,74.5,25194,63099,,30671,144440,84,,23879,15573,,,,40.91698,38.38741
2005,TR903,Giresun,74.5,343852,74.5,11661,88408,,36396,146475,72,,28700,32140,,,,40.91698,38.38741
2006,TR903,Giresun,,388129,,19292,93781,,43671,178723,71,,31928,20664,,,,40.91698,38.38741
2007,TR903,Giresun,,402952,,18911,88083,,51983,188224,66,,30497,25189,965,211,451,40.91698,38.38741
2008,TR903,Giresun,,421621,,24473,62908,,56000,216246,104,,40258,21633,1000,149,513,40.91698,38.38741
2009,TR903,Giresun,,422058,,26173,57807,,57113,219019,190,,38515,23240,1000,137,519,40.91698,38.38741
2010,TR903,Giresun,,451094,,23071,82368,,69739,205142,34,,43901,26840,1076,196,489,40.91698,38.38741
2011,TR903,Giresun,,515382,,21345,63830,,92787,235304,219,,54794,47103,1229,152,561,40.91698,38.38741
2012,TR903,Giresun,,531306,,10942,75720,,101371,249090,196,,53312,40676,1266,180,594,40.91698,38.38741
2013,TR903,Giresun,,535543,,28747,53605,,117008,255046,170,,52165,28803,1260,126,600,40.91698,38.38741
2014,TR903,Giresun,,563912,,32811,53555,,127181,260265,264,,55437,34398,1311,125,605,40.91698,38.38741
2015,TR903,Giresun,,567178,,35429,60358,,104508,262218,174,,59339,45151,1329,141,615,40.91698,38.38741
1995,TR904,Rize,15.1,247873,15.1,43501,72976,,13763,75123,,661,33178,8671,,,,41.02083,40.52194
1996,TR904,Rize,15.1,262566,15.1,8534,127135,,18901,74871,,417,30948,1760,,,,41.02083,40.52194
1997,TR904,Rize,15.1,277901,15.1,9276,138637,,16916,83502,,1086,27401,1083,,,,41.02083,40.52194
1998,TR904,Rize,15.1,311365,15.1,9867,152466,,19922,97960,,2489,26052,2609,,,,41.02083,40.52194
1999,TR904,Rize,15.1,347273,15.1,7591,164492,,23405,108111,,5585,29176,8913,,,,41.02083,40.52194
2000,TR904,Rize,18.6,341264,18.6,9727,159606,,22891,112489,,5835,25009,5707,,,,41.02083,40.52194
2001,TR904,Rize,18.6,337019,18.6,9004,148336,,23204,115545,,6124,27451,7355,,,,41.02083,40.52194
2002,TR904,Rize,18.6,340297,18.6,12241,150885,,27011,111594,,,28598,9968,,,,41.02083,40.52194
2003,TR904,Rize,18.6,354370,18.6,12346,154545,,29937,121439,,,27078,9025,,,,41.02083,40.52194
2004,TR904,Rize,18.6,378912,18.6,11706,170354,,33881,129568,,,25335,8068,,,,41.02083,40.52194
2005,TR904,Rize,18.6,418635,18.6,12119,185504,,43518,144712,,,22042,10740,,,,41.02083,40.52194
2006,TR904,Rize,,458495,,19968,200293,,50182,159474,,,21045,7534,,,,41.02083,40.52194
2007,TR904,Rize,,499823,,20832,206177,,65714,175565,,,22297,9239,1580,652,555,41.02083,40.52194
2008,TR904,Rize,,536787,,26728,213001,,70375,186825,,,25959,13899,1681,667,585,41.02083,40.52194
2009,TR904,Rize,,617291,,26819,189804,,150573,194703,0,,31383,24008,1932,594,609,41.02083,40.52194
2010,TR904,Rize,,573172,,28085,211199,,78180,199996,,,32773,22939,1793,661,626,41.02083,40.52194
2011,TR904,Rize,,605410,,31818,212336,,111060,210324,0,,18259,21614,1874,657,651,41.02083,40.52194
2012,TR904,Rize,,609774,,21898,216291,,84980,212868,0,,33737,40001,1881,667,657,41.02083,40.52194
2013,TR904,Rize,,609365,,37755,199102,,104967,211382,1,,39961,16198,1857,607,644,41.02083,40.52194
2014,TR904,Rize,,666876,,44836,224827,,131850,213164,1,,42500,9697,2022,682,646,41.02083,40.52194
2015,TR904,Rize,,689138,,40601,235950,,115083,222648,1,,43833,31022,2095,717,677,41.02083,40.52194
1995,TR905,Artvin,53,158454,3,3704,105557,50,5187,34873,39,771,6630,1693,,,,41.18161,41.82172
1996,TR905,Artvin,53,180643,3,3731,120441,50,5747,37091,68,921,7865,4779,,,,41.18161,41.82172
1997,TR905,Artvin,53.3,160636,3.3,4262,93586,50,6250,38783,121,1040,13493,3101,,,,41.18161,41.82172
1998,TR905,Artvin,53.3,170523,3.3,4034,100261,50,7584,42242,73,2116,7472,6741,,,,41.18161,41.82172
1999,TR905,Artvin,55,173371,5,7441,94340,50,9749,43647,107,3018,12359,2710,,,,41.18161,41.82172
2000,TR905,Artvin,55.1,191435,5.1,8097,94474,50,11645,57496,175,7356,10000,2192,,,,41.18161,41.82172
2001,TR905,Artvin,55.1,179570,5.1,7585,75915,50,13444,58625,335,10971,9860,2835,,,,41.18161,41.82172
2002,TR905,Artvin,55.1,154335,5.1,10505,68407,50,10571,52224,98,,10760,1770,,,,41.18161,41.82172
2003,TR905,Artvin,55,161765,5,8685,65528,50,12445,58109,125,,14723,2150,,,,41.18161,41.82172
2004,TR905,Artvin,55,161655,5,16151,50927,50,15703,61800,63,,16826,185,,,,41.18161,41.82172
2005,TR905,Artvin,170,158248,120,10475,54166,50,21670,63372,52,,8327,186,,,,41.18161,41.82172
2006,TR905,Artvin,,201355,,15778,82583,,19384,74646,152,,8804,8,,,,41.18161,41.82172
2007,TR905,Artvin,,243399,,38824,88383,,22455,79146,138,,14448,6,1448,526,471,41.18161,41.82172
2008,TR905,Artvin,,265507,,24325,111525,,40021,79302,88,,9585,661,1594,669,476,41.18161,41.82172
2009,TR905,Artvin,,244513,,11658,113469,,25808,83545,68,,9686,281,1477,685,505,41.18161,41.82172
2010,TR905,Artvin,,299328,,25774,138209,,30833,88172,78,,16119,143,1817,839,535,41.18161,41.82172
2011,TR905,Artvin,,320968,,25047,117653,,38054,96164,114,,17144,26792,1929,707,578,41.18161,41.82172
2012,TR905,Artvin,,324424,,9419,123078,,44813,100831,164,,16141,29978,1942,737,603,41.18161,41.82172
2013,TR905,Artvin,,335162,,18009,115412,,79115,101087,158,,19983,1398,1979,682,597,41.18161,41.82172
2014,TR905,Artvin,,341631,,18785,138180,,56655,102948,163,,20633,4267,2013,814,607,41.18161,41.82172
2015,TR905,Artvin,,347938,,21431,122213,,44296,110139,66,,24805,24988,2067,726,654,41.18161,41.82172
1995,TR906,Gumuþhane,,42833,,4465,9693,,1938,16646,98,3880,4214,1899,,,,40.46001,39.47176
1996,TR906,Gumuþhane,,42400,,3347,11567,,3121,18419,109,439,4155,1243,,,,40.46001,39.47176
1997,TR906,Gumuþhane,,45727,,4708,6192,,2488,19504,206,6181,6382,66,,,,40.46001,39.47176
1998,TR906,Gumuþhane,,49633,,4651,6671,,2814,21882,177,5257,7892,289,,,,40.46001,39.47176
1999,TR906,Gumuþhane,,49605,,4028,6364,,3099,24417,165,3694,6308,1530,,,,40.46001,39.47176
2000,TR906,Gumuþhane,,55533,,4838,6589,,5312,27419,200,4170,6308,697,,,,40.46001,39.47176
2001,TR906,Gumuþhane,,55902,,4050,6002,,4033,26955,180,5368,7096,2218,,,,40.46001,39.47176
2002,TR906,Gumuþhane,,59215,,10495,7804,,4010,28617,219,,7521,549,,,,40.46001,39.47176
2003,TR906,Gumuþhane,85,59991,85,4897,6567,,4676,28474,178,,8987,6212,,,,40.46001,39.47176
2004,TR906,Gumuþhane,85,63851,85,8475,2726,,5789,30818,172,,10101,5770,,,,40.46001,39.47176
2005,TR906,Gumuþhane,85,64654,85,10161,2313,,7128,34340,251,,5066,5396,,,,40.46001,39.47176
2006,TR906,Gumuþhane,,77479,,12466,1540,,9864,45091,293,,3806,4419,,,,40.46001,39.47176
2007,TR906,Gumuþhane,,85267,,13595,2201,,11311,44786,341,,6866,6167,652,17,342,40.46001,39.47176
2008,TR906,Gumuþhane,,90993,,8274,4735,,13261,46421,1384,,9364,7555,693,36,353,40.46001,39.47176
2009,TR906,Gumuþhane,,124028,,10781,23786,,16657,48973,289,,17493,6049,947,182,374,40.46001,39.47176
2010,TR906,Gumuþhane,,153344,,9128,48534,,23439,54268,353,,13915,3707,1183,374,419,40.46001,39.47176
2011,TR906,Gumuþhane,,178640,,11315,61022,,23414,57698,447,,15884,8860,1350,461,436,40.46001,39.47176
2012,TR906,Gumuþhane,,216981,,12983,62854,,53698,60391,325,,14968,11763,1605,465,447,40.46001,39.47176
2013,TR906,Gumuþhane,,278693,,12447,154837,,31690,59506,334,,14155,5724,1971,1095,421,40.46001,39.47176
2014,TR906,Gumuþhane,,352615,,9574,220438,,39889,62089,401,,14562,5663,2409,1506,424,40.46001,39.47176
2015,TR906,Gumuþhane,,351318,,11528,227466,,26503,61674,378,,14464,9305,2320,1502,407,40.46001,39.47176
